inchi,inchikey,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,PN,reference,DOI
"InChI=1S/C12H19NO2/c1-13-8-3-2-4-9-15-12-7-5-6-11(14)10-12/h5-7,10,13-14H,2-4,8-9H2,1H3",NKOVMANIYAUNFN-UHFFFAOYSA-N,CNCCCCCOc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H19NO2/c1-13(2)8-3-4-9-15-12-7-5-6-11(14)10-12/h5-7,10,14H,3-4,8-9H2,1-2H3",MCONHSJCVKBRSC-UHFFFAOYSA-N,CN(C)CCCCOc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H17NO2/c1-12-7-2-3-8-14-11-6-4-5-10(13)9-11/h4-6,9,12-13H,2-3,7-8H2,1H3",MGFZKULFEXKKAM-UHFFFAOYSA-N,CNCCCCOc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H15NO2/c11-6-1-2-7-13-10-5-3-4-9(12)8-10/h3-5,8,12H,1-2,6-7,11H2",OFHAFRPQYZHMGM-UHFFFAOYSA-N,NCCCCOc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H10N2O3S/c1-9-13(11,12)5-2-3-6(8)7(10)4-5/h2-4,9-10H,8H2,1H3",AOKVEZXBHMANHE-UHFFFAOYSA-N,CNS(=O)(=O)c1ccc(N)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H15NO3/c1-14-11-8-9(2-3-10(11)13)12-4-6-15-7-5-12/h2-3,8,13H,4-7H2,1H3",UEDFDNYRGJZHSI-UHFFFAOYSA-N,COc1cc(N2CCOCC2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H14N2O2/c1-3-12(4-2)8-5-6-9(11-14)10(13)7-8/h5-7,13H,3-4H2,1-2H3",NXYYRSJPSPRDEO-UHFFFAOYSA-N,CCN(CC)c1ccc(N=O)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H15NO2/c1-12(2)7-6-11(14)9-4-3-5-10(13)8-9/h3-5,8,13H,6-7H2,1-2H3",QUYLVWCOWYEQPN-UHFFFAOYSA-N,CN(C)CCC(=O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H20N2O3/c1-10-7-16(8-11(2)19-10)9-15-14(18)12-5-3-4-6-13(12)17/h3-6,10-11,17H,7-9H2,1-2H3,(H,15,18)",VFOPEGFUFUWRGZ-UHFFFAOYSA-N,CC1CN(CN=C(O)c2ccccc2O)CC(C)O1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H16N2O3/c15-11-4-2-1-3-10(11)12(16)13-9-14-5-7-17-8-6-14/h1-4,15H,5-9H2,(H,13,16)",FLGSVHCTUBTPRI-UHFFFAOYSA-N,OC(=NCN1CCOCC1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H7BrO2/c1-10-7-3-2-5(8)4-6(7)9/h2-4,9H,1H3",OLSJHVZRUFFIPL-UHFFFAOYSA-N,COc1ccc(Br)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H7NO3/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,9H,8H2,(H,10,11)",QPEJHSFTZVMSJH-UHFFFAOYSA-N,Nc1cc(O)cc(C(=O)O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H10O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-3,6,10H,4-5H2,(H,11,12)",QVWAEZJXDYOKEH-UHFFFAOYSA-N,O=C(O)CCc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H12O5/c1-8(12)15-6-7-16-11(14)9-4-2-3-5-10(9)13/h2-5,13H,6-7H2,1H3",MOWWOOBXTGKYPJ-UHFFFAOYSA-N,CC(=O)OCCOC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H10O3/c1-6-3-4-7(8(10)5-6)9(11)12-2/h3-5,10H,1-2H3",UITFCFWKYAOJEJ-UHFFFAOYSA-N,COC(=O)c1ccc(C)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H10O2/c1-2-9(11)7-4-3-5-8(10)6-7/h3-6,10H,2H2,1H3",YXOGDBMOFMQLEU-UHFFFAOYSA-N,CCC(=O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H18O3/c1-17(2,3)12-8-10-13(11-9-12)20-16(19)14-6-4-5-7-15(14)18/h4-11,18H,1-3H3",DBOSBRHMHBENLP-UHFFFAOYSA-N,CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H15NO2/c14-11-7-3-2-6-10(11)12(15)13-8-4-1-5-9-13/h2-3,6-7,14H,1,4-5,8-9H2",PRRBIQSVUGRKOU-UHFFFAOYSA-N,O=C(c1ccccc1O)N1CCCCC1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H13NO4/c1-2-16-10(14)7-12-11(15)8-5-3-4-6-9(8)13/h3-6,13H,2,7H2,1H3,(H,12,15)",LNWOPEDZGMLKPA-UHFFFAOYSA-N,CCOC(=O)CN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H10ClNO2/c14-9-5-7-10(8-6-9)15-13(17)11-3-1-2-4-12(11)16/h1-8,16H,(H,15,17)",BSNNYLFMWONSIV-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H13NO3/c1-18-11-8-6-10(7-9-11)15-14(17)12-4-2-3-5-13(12)16/h2-9,16H,1H3,(H,15,17)",SZEPRRFZUWYXNA-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H11NO/c1-2-9-7-4-3-5-8(10)6-7/h3-6,9-10H,2H2,1H3",TVKZDKSHNITMRZ-UHFFFAOYSA-N,CCNc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H5F3O3/c9-8(10,11)5-1-4(7(13)14)2-6(12)3-5/h1-3,12H,(H,13,14)",BJUOAPFXYPEEMK-UHFFFAOYSA-N,O=C(O)c1cc(O)cc(C(F)(F)F)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H9NO3/c1-5-2-3-6(7(10)4-5)8(11)9-12/h2-4,10,12H,1H3,(H,9,11)",GWUYSOZDSVVSQU-UHFFFAOYSA-N,Cc1ccc(C(O)=NO)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H12O4/c16-13-9-5-4-8-12(13)15(18)19-10-14(17)11-6-2-1-3-7-11/h1-9,16H,10H2",ALDPCROMRXIHET-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1O)c1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H11NO5/c1-2-16-10(15)11-6-3-4-7(9(13)14)8(12)5-6/h3-5,12H,2H2,1H3,(H,11,15)(H,13,14)",RKIVZBJACRLMMZ-UHFFFAOYSA-N,CCOC(O)=Nc1ccc(C(=O)O)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H11NO4/c12-8-4-2-1-3-7(8)10(15)11-6-5-9(13)14/h1-4,12H,5-6H2,(H,11,15)(H,13,14)",QFHIOEUDLWISBO-UHFFFAOYSA-N,O=C(O)CCN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H15NO3/c1-13(2)7-6-11(14)10-5-4-9(16-3)8-12(10)15/h4-8,15H,1-3H3",GIWPLJABJPALKR-UHFFFAOYSA-N,COc1ccc(C(=O)C=CN(C)C)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H13NO4S/c1-16-9-4-6(2-3-8(9)13)10-12-7(5-17-10)11(14)15/h2-4,7,10,12-13H,5H2,1H3,(H,14,15)",JWNFSTNMEBJXKG-UHFFFAOYSA-N,COc1cc(C2NC(C(=O)O)CS2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H10O5/c1-6(11)10-7(12)3-2-4-8(10)15-5-9(13)14/h2-4,12H,5H2,1H3,(H,13,14)",CBDFVLHWIRMRRX-UHFFFAOYSA-N,CC(=O)c1c(O)cccc1OCC(=O)O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H15NO/c13-11-5-3-4-10(8-11)9-12-6-1-2-7-12/h3-5,8,13H,1-2,6-7,9H2",LHXZWASTUWHFBT-UHFFFAOYSA-N,Oc1cccc(CN2CCCC2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H12O2/c1-6-4-8(10)5-7(2)9(6)11-3/h4-5,10H,1-3H3",OLIKAMRJNPUECN-UHFFFAOYSA-N,COc1c(C)cc(O)cc1C,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H16O4/c1-4-5-9(13)8-6-11(15-2)12(16-3)7-10(8)14/h6-7,14H,4-5H2,1-3H3",CVGLCMIUQNWDKA-UHFFFAOYSA-N,CCCC(=O)c1cc(OC)c(OC)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H16O4/c1-4-5-9(13)8-6-11(15-2)12(16-3)7-10(8)14/h6-7,14H,4-5H2,1-3H3",CVGLCMIUQNWDKA-UHFFFAOYSA-N,CCCC(=O)c1cc(OC)c(OC)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H10O4/c1-13-9-4-6(8(12)5-10)2-3-7(9)11/h2-4,10-11H,5H2,1H3",QNMANLUEFQNQCX-UHFFFAOYSA-N,COc1cc(C(=O)CO)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H10N2O2/c1-9-10-8(12)6-4-2-3-5-7(6)11/h2-5,9,11H,1H3,(H,10,12)",BRNKSGIRDPSRAG-UHFFFAOYSA-N,CNN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H21NO2/c1-2-3-4-7-11-16-12-10-15(18)13-8-5-6-9-14(13)17/h5-6,8-10,12,16-17H,2-4,7,11H2,1H3",IHRGTPHSGSLYCQ-UHFFFAOYSA-N,CCCCCCNC=CC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H19NO2/c1-2-3-6-10-15-11-9-14(17)12-7-4-5-8-13(12)16/h4-5,7-9,11,15-16H,2-3,6,10H2,1H3",DKCFWILXOBFAMP-UHFFFAOYSA-N,CCCCCNC=CC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H18N2O2/c1-15-8-10-16(11-9-15)7-6-14(18)12-4-2-3-5-13(12)17/h2-7,17H,8-11H2,1H3",OWWCRHBQHAHABG-UHFFFAOYSA-N,CN1CCN(C=CC(=O)c2ccccc2O)CC1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H7NO2S2/c12-7-3-1-2-6(4-7)5-8-9(13)11-10(14)15-8/h1-5,12H,(H,11,13,14)",ZCQNEHSJTBPNPT-UHFFFAOYSA-N,OC1=NC(=S)SC1=Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H14O5/c1-3-16-11(15)7-17-10-6-4-5-9(14)12(10)8(2)13/h4-6,14H,3,7H2,1-2H3",ZUEVKJQHAFAWHZ-UHFFFAOYSA-N,CCOC(=O)COc1cccc(O)c1C(C)=O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H15NO/c1-3-9(2)12-8-10-6-4-5-7-11(10)13/h4-9,13H,3H2,1-2H3",CNLBASWVRWLFCV-UHFFFAOYSA-N,CCC(C)N=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H20O3/c1-2-3-4-5-6-10-17-14(16)12-8-7-9-13(15)11-12/h7-9,11,15H,2-6,10H2,1H3",JNSZWRSIRLNKJQ-UHFFFAOYSA-N,CCCCCCCOC(=O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H20O3/c1-2-3-4-5-8-11-17-14(16)12-9-6-7-10-13(12)15/h6-7,9-10,15H,2-5,8,11H2,1H3",UGHVXXDQKXLCID-UHFFFAOYSA-N,CCCCCCCOC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H15NO2/c1-2-8-13-9-7-12(15)10-5-3-4-6-11(10)14/h3-7,9,13-14H,2,8H2,1H3",PWIXUDMTJCOHOA-UHFFFAOYSA-N,CCCNC=CC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H11ClO2/c1-2-3-9(12)8-5-4-7(11)6-10(8)13/h4-6,13H,2-3H2,1H3",NJFFCTTYNCSFBK-UHFFFAOYSA-N,CCCC(=O)c1ccc(Cl)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H10O4/c11-8-3-1-2-7(6-8)9(12)4-5-10(13)14/h1-3,6,11H,4-5H2,(H,13,14)",RBRZHQLWTDIFSE-UHFFFAOYSA-N,O=C(O)CCC(=O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H15N3O3/c1-13-10(8-6-4-5-7-9(8)16)14(2)12(18)15(3)11(13)17/h4-7,10,16H,1-3H3",FTIVRAKZKPPDGC-UHFFFAOYSA-N,CN1C(=O)N(C)C(c2ccccc2O)N(C)C1=O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H9N3O2/c15-10-4-2-1-3-8(10)14-11(16)9-7-12-5-6-13-9/h1-7,15H,(H,14,16)",BRBUXODJYTWKCY-UHFFFAOYSA-N,OC(=Nc1ccccc1O)c1cnccn1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H14N2O3/c1-7(14)12-11(13-8(2)15)9-5-3-4-6-10(9)16/h3-6,11,16H,1-2H3,(H,12,14)(H,13,15)",UZPYBWSDLSAOEJ-UHFFFAOYSA-N,CC(O)=NC(N=C(C)O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H18O/c1-2-3-4-5-8-11-9-6-7-10-12(11)13/h6-7,9-10,13H,2-5,8H2,1H3",ABMULKFGWTYIIK-UHFFFAOYSA-N,CCCCCCc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H6O3S/c8-6-3-4(11)1-2-5(6)7(9)10/h1-3,8,11H,(H,9,10)",MVWBXFLOUDFQLM-UHFFFAOYSA-N,O=C(O)c1ccc(S)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H13NO/c1-7-4-5-8(10(2)3)6-9(7)11/h4-6,11H,1-3H3",WSDWYMFNPPZSJX-UHFFFAOYSA-N,Cc1ccc(N(C)C)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H13NO5/c1-3-17-11(15)12-7-4-5-8(9(13)6-7)10(14)16-2/h4-6,13H,3H2,1-2H3,(H,12,15)",VKBPFZHSJRTUEU-UHFFFAOYSA-N,CCOC(O)=Nc1ccc(C(=O)OC)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H9BrO2/c1-2-8(11)7-4-3-6(10)5-9(7)12/h3-5,12H,2H2,1H3",CPZPNEVIZAJTDT-UHFFFAOYSA-N,CCC(=O)c1ccc(Br)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H17NO2/c1-12(11-13-7-3-2-4-8-13)17-16(19)14-9-5-6-10-15(14)18/h2-10,12,18H,11H2,1H3,(H,17,19)",LYZLAAGMRAWVJI-UHFFFAOYSA-N,CC(Cc1ccccc1)N=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H14N2O3/c1-20-12-8-6-11(7-9-12)10-16-17-15(19)13-4-2-3-5-14(13)18/h2-10,18H,1H3,(H,17,19)",UNTUZVVEMVWURQ-UHFFFAOYSA-N,COc1ccc(C=NN=C(O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H11ClO3/c1-9-8-10(6-7-12(9)15)18-14(17)11-4-2-3-5-13(11)16/h2-8,16H,1H3",CDBOTLBWQJJKQJ-UHFFFAOYSA-N,Cc1cc(OC(=O)c2ccccc2O)ccc1Cl,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H13NO5/c17-13-8-11(6-7-12(13)14(18)19)16-15(20)21-9-10-4-2-1-3-5-10/h1-8,17H,9H2,(H,16,20)(H,18,19)",YCGSSGSFSHXDCV-UHFFFAOYSA-N,O=C(O)c1ccc(N=C(O)OCc2ccccc2)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H11NO6/c1-2-18-11(17)9(14)12-6-3-4-7(10(15)16)8(13)5-6/h3-5,13H,2H2,1H3,(H,12,14)(H,15,16)",VRSBHCZASAIZNM-UHFFFAOYSA-N,CCOC(=O)C(=O)Nc1ccc(C(=O)O)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H15NO2/c1-12-6-2-4-8-14(12)17-11-10-16(19)13-7-3-5-9-15(13)18/h2-11,17-18H,1H3",QGOYOWRNXQPOIE-UHFFFAOYSA-N,Cc1ccccc1NC=CC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H13NO4/c18-14-4-2-1-3-13(14)15(19)9-10-17-12-7-5-11(6-8-12)16(20)21/h1-10,17-18H,(H,20,21)",CVCXVILFTAMXBE-UHFFFAOYSA-N,O=C(O)c1ccc(NC=CC(=O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H16O4/c1-22-18-11-13(8-10-16(18)20)7-9-15(19)12-17(21)14-5-3-2-4-6-14/h2-11,20H,12H2,1H3",LRYKCNRJNJXIFZ-UHFFFAOYSA-N,COc1cc(C=CC(=O)CC(=O)c2ccccc2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
