inchi_rea,inchikey_rea,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,reference
"InChI=1S/C11H16O/c1-8-5-6-10(12)9(7-8)11(2,3)4/h5-7,12H,1-4H3",IKEHOXWJQXIQAG-UHFFFAOYSA-N,Cc1ccc(O)c(C(C)(C)C)c1,Cc1cc(-c2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['110-05-4'],['108-90-7'],[],56.0,Counterion-Enhanced Pd/Enamine Catalysis: Direct Asymmetric α-Allylation of Aldehydes with Allylic Alcohols by Chiral Amines and Achiral or Racemic Phosphoric Acids
"InChI=1S/C11H16O/c1-8-5-6-10(12)9(7-8)11(2,3)4/h5-7,12H,1-4H3",IKEHOXWJQXIQAG-UHFFFAOYSA-N,Cc1ccc(O)c(C(C)(C)C)c1,Cc1cc(-c2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['110-05-4'],['108-90-7'],[],53.0,Counterion Enhanced Organocatalysis: A Novel Approach for the Asymmetric Transfer Hydrogenation of Enones
"InChI=1S/C10H14O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h5-7,11H,3-4H2,1-2H3",PXIKRTCSSLJURC-UHFFFAOYSA-N,CCCc1ccc(O)c(OC)c1,CCCc1cc(OC)c(O)c(-c2cc(CCC)cc(OC)c2O)c1,['127-09-3'],['7732-18-5'],['13746-66-2'],60.0,Abundance and reactivity of dibenzodioxocins in softwood lignin
"InChI=1S/C10H14O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h5-7,11H,3-4H2,1-2H3",PXIKRTCSSLJURC-UHFFFAOYSA-N,CCCc1ccc(O)c(OC)c1,CCCc1cc(OC)c(O)c(-c2cc(CCC)cc(OC)c2O)c1,"['82444-42-6', '7732-18-5', '7446-09-5', '7647-01-0']","['75-09-2', '7732-18-5']",[],55.0,Oxidative coupling of 4-substituted 2-methoxy phenols using methyltributylammonium permanganate in dichloromethane
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,[],[],['7705-08-0'],55.0,Selective oxidative coupling of p-cresol producing an ortho-ortho direct-linked dimer
"InChI=1S/C11H16O/c1-7(2)10-5-8(3)9(4)6-11(10)12/h5-7,12H,1-4H3",RFRYAUSWHSKOIY-UHFFFAOYSA-N,Cc1cc(O)c(C(C)C)cc1C,Cc1cc(C(C)C)c(O)c(-c2c(C)c(C)cc(C(C)C)c2O)c1C,['7782-44-7'],['75-09-2'],[],63.0,"Process for making 2-secondary-alkyl-4,5-di-(normal-alkyl)phenols"
"InChI=1S/C12H18O/c1-8-6-10(12(3,4)5)11(13)7-9(8)2/h6-7,13H,1-5H3",GDGFDAKCWRGGHW-UHFFFAOYSA-N,Cc1cc(O)c(C(C)(C)C)cc1C,Cc1cc(C(C)(C)C)c(O)c(-c2c(C)c(C)cc(C(C)(C)C)c2O)c1C,['110-05-4'],['107-06-2'],[],53.0,Visible-Light-Driven di-t-Butyl Peroxide-Promoted the Oxidative Homo- and Cross-Coupling of Phenols
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7632-00-0'],['75-05-8'],['2773404-78-5'],56.0,A Copper(II)-Nitrite Complex Hydrogen-Bonded to a Protonated Amine in the Second-Coordination-Sphere
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['1112-67-0', '1189370-82-8', '1336-21-6']","['109-99-9', '75-09-2', '7732-18-5']",[],12.0,"A peroxynitrite complex of copper: formation from a copper-nitrosyl complex, transformation to nitrite and exogenous phenol oxidative coupling or nitration"
"InChI=1S/C15H24O/c1-10-8-13(16)12(15(5,6)7)9-11(10)14(2,3)4/h8-9,16H,1-7H3",WYSSJDOPILWQDC-UHFFFAOYSA-N,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,Cc1c(C(C)(C)C)cc(C(C)(C)C)c(O)c1-c1c(C)c(C(C)(C)C)cc(C(C)(C)C)c1O,['110-18-9'],['75-09-2'],['7758-89-6'],59.0,"Direct enantioseparation of axially chiral 1,1'-biaryl-2,2'-diols using amidine-based resolving agents"
"InChI=1S/C8H8O3/c1-11-7-2-3-8(10)6(4-7)5-9/h2-5,10H,1H3",FZHSPPYCNDYIKD-UHFFFAOYSA-N,COc1ccc(O)c(C=O)c1,COc1cc(C=O)c(O)c(-c2cc(OC)cc(C=O)c2O)c1,"['149-73-5', '1310-58-3', '7647-01-0']","['67-56-1', '7732-18-5']","['38932-80-8', '13746-66-2']",56.0,Rh-catalyzed highly regioselective hydroformylation to linear aldehydes by employing porous organic polymer as a ligand
"InChI=1S/C9H12O/c1-6-4-7(2)8(3)9(10)5-6/h4-5,10H,1-3H3",OGRAOKJKVGDSFR-UHFFFAOYSA-N,Cc1cc(C)c(C)c(O)c1,Cc1cc(C)c(-c2c(C)cc(C)c(C)c2O)c(O)c1C,['7782-44-7'],['108-88-3'],['3153-26-2'],63.0,Enantioselective Vanadium-Catalyzed Oxidative Coupling: Development and Mechanistic Insights
"InChI=1S/C9H12O/c1-6-4-7(2)8(3)9(10)5-6/h4-5,10H,1-3H3",OGRAOKJKVGDSFR-UHFFFAOYSA-N,Cc1cc(C)c(C)c(O)c1,Cc1cc(C)c(-c2c(C)cc(C)c(C)c2O)c(O)c1C,['7782-44-7'],['108-88-3'],['3153-26-2'],63.0,Asymmetric Oxidative Coupling of Phenols and Hydroxycarbazoles
"InChI=1S/C9H12O/c1-6-4-7(2)8(3)9(10)5-6/h4-5,10H,1-3H3",OGRAOKJKVGDSFR-UHFFFAOYSA-N,Cc1cc(C)c(C)c(O)c1,Cc1cc(C)c(-c2c(C)cc(C)c(C)c2O)c(O)c1C,['7782-44-7'],['107-06-2'],['1609176-06-8'],62.0,Selective Oxidative Homo- and Cross-Coupling of Phenols with Aerobic Catalysts
"InChI=1S/C9H12O/c1-6-4-7(2)8(3)9(10)5-6/h4-5,10H,1-3H3",OGRAOKJKVGDSFR-UHFFFAOYSA-N,Cc1cc(C)c(C)c(O)c1,Cc1cc(C)c(-c2c(C)cc(C)c(C)c2O)c(O)c1C,['7782-44-7'],['75-09-2'],['3153-26-2'],62.0,Aerobic catalytic oxidative coupling of 2-naphthols and phenols by VO(acac)2
"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3",MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,Cc1ccc(C(C)C)c(O)c1-c1c(C)ccc(C(C)C)c1O,['110-05-4'],['108-90-7'],[],58.0,Counterion Enhanced Organocatalysis: A Novel Approach for the Asymmetric Transfer Hydrogenation of Enones
"InChI=1S/C7H7BrO/c1-5-2-3-7(9)6(8)4-5/h2-4,9H,1H3",MTIDYGLTAOZOGU-UHFFFAOYSA-N,Cc1ccc(O)c(Br)c1,Cc1cc(Br)c(O)c(-c2cc(C)cc(Br)c2O)c1,[],['920-66-1'],"['13826-86-3', '105560-52-9']",60.0,"Selective, Catalytic, and Metal-Free Coupling of Electron-Rich Phenols and Anilides Using Molecular Oxygen as Terminal Oxidant"
"InChI=1S/C7H7BrO/c1-5-2-3-7(9)6(8)4-5/h2-4,9H,1H3",MTIDYGLTAOZOGU-UHFFFAOYSA-N,Cc1ccc(O)c(Br)c1,Cc1cc(Br)c(O)c(-c2cc(C)cc(Br)c2O)c1,['7727-21-1'],['76-05-1'],[],58.0,Solvent-controlled selective synthesis of biphenols and quinones via oxidative coupling of phenols
"InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3",TUAMRELNJMMDMT-UHFFFAOYSA-N,Cc1cc(C)cc(O)c1,Cc1cc(C)c(-c2c(C)cc(C)cc2O)c(O)c1,['110-05-4'],['920-66-1'],[],55.0,Visible-Light-Driven di-t-Butyl Peroxide-Promoted the Oxidative Homo- and Cross-Coupling of Phenols
"InChI=1S/C9H12O3/c1-11-6-7-3-4-8(10)9(5-7)12-2/h3-5,10H,6H2,1-2H3",USDDPDQEVLAOBO-UHFFFAOYSA-N,COCc1ccc(O)c(OC)c1,COCc1cc(OC)c(O)c(-c2cc(COC)cc(OC)c2O)c1,"['497-19-8', '7722-84-1']","['141-78-6', '7732-18-5']",['311-28-4'],63.0,Preparation of biaryl compounds by reacting phenols using iodide salts and co-oxidizing agents
"InChI=1S/C10H14O/c1-4-9-5-7(2)8(3)6-10(9)11/h5-6,11H,4H2,1-3H3",ZUDAICPAUJSPHK-UHFFFAOYSA-N,CCc1cc(C)c(C)cc1O,CCc1cc(C)c(C)c(-c2c(C)c(C)cc(CC)c2O)c1O,['7782-44-7'],['107-06-2'],"['1625-91-8', '1442433-71-7']",62.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine"
"InChI=1S/C12H18O/c1-5-9-6-7-11(13)10(8-9)12(2,3)4/h6-8,13H,5H2,1-4H3",LZHCVNIARUXHAL-UHFFFAOYSA-N,CCc1ccc(O)c(C(C)(C)C)c1,CCc1cc(-c2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['64-19-7', '7782-44-7']",['7732-18-5'],['431-03-8'],64.0,Preparation of bisphenol compounds by oxidative coupling of substituted phenol catalyzed by butanedione
"InChI=1S/C11H14O3/c1-8(12)3-4-9-5-6-10(13)11(7-9)14-2/h5-7,13H,3-4H2,1-2H3",OJYLAHXKWMRDGS-UHFFFAOYSA-N,COc1cc(CCC(C)=O)ccc1O,COc1cc(CCC(C)=O)cc(-c2cc(CCC(C)=O)cc(OC)c2O)c1O,['82444-42-6'],['75-09-2'],[],65.0,"Antioxidant potential of curcumin-related compounds studied by chemiluminescence kinetics, chain-breaking efficiencies, scavenging activity (ORAC) and DFT calculations"
"InChI=1S/C11H14O3/c1-8(12)3-4-9-5-6-10(13)11(7-9)14-2/h5-7,13H,3-4H2,1-2H3",OJYLAHXKWMRDGS-UHFFFAOYSA-N,COc1cc(CCC(C)=O)ccc1O,COc1cc(CCC(C)=O)cc(-c2cc(CCC(C)=O)cc(OC)c2O)c1O,['82444-42-6'],['75-09-2'],[],65.0,"Antiradical and antioxidant activities of new natural-like hydroxylated biphenyls of dehydrozingerone, zingerone and ferulic acid"
"InChI=1S/C9H10O2/c1-6-3-4-9(11)8(5-6)7(2)10/h3-5,11H,1-2H3",YNPDFBFVMJNGKZ-UHFFFAOYSA-N,CC(=O)c1cc(C)ccc1O,CC(=O)c1cc(C)cc(-c2cc(C)cc(C(C)=O)c2O)c1O,['7087-68-5'],['920-66-1'],[],64.0,Dehydrogenative Anodic C-C Coupling of Phenols Bearing Electron-Withdrawing Groups
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['121-44-8', '7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']",['7787-70-4'],64.0,Catalytic Aerobic Phenol Homo- and Cross-Coupling Reactions with Copper Complexes Bearing Redox-Active Guanidine Ligands
"InChI=1S/C13H18O/c1-9-7-12(11-5-3-4-6-11)13(14)8-10(9)2/h7-8,11,14H,3-6H2,1-2H3",FGSKNAGCTIJGIE-UHFFFAOYSA-N,Cc1cc(O)c(C2CCCC2)cc1C,Cc1cc(C2CCCC2)c(O)c(-c2c(C)c(C)cc(C3CCCC3)c2O)c1C,[],['75-09-2'],"['110-18-9', '51198-11-9']",64.0,"Production of hexaalkyl-2,2'-biphenols and octaalkyl-2,2'-biphenols by catalytic oxidative coupling of substituted phenols"
"InChI=1S/C17H17NO/c1-17(2,3)15-10-14(8-9-16(15)19)13-6-4-12(11-18)5-7-13/h4-10,19H,1-3H3",CVPGVRAVSVEUNB-UHFFFAOYSA-N,CC(C)(C)c1cc(-c2ccc(C#N)cc2)ccc1O,CC(C)(C)c1cc(-c2ccc(C#N)cc2)cc(-c2cc(-c3ccc(C#N)cc3)cc(C(C)(C)C)c2O)c1O,"['7782-44-7', '75-66-1']",['75-09-2'],"['121-44-8', '64443-05-6', '104-15-4']",25.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1,"['7732-18-5', '7782-44-7']",['7732-18-5'],['11121-48-5'],9.0,Studies on the catalysis by lithium perchlorate and lithium trifluoromethanesulfonate of the photo-oxidation of phenols and α-phellandrene in different solvents
"InChI=1S/C9H12O/c1-6-4-9(10)5-7(2)8(6)3/h4-5,10H,1-3H3",FDQQNNZKEJIHMS-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1C,Cc1cc(O)c(-c2c(O)cc(C)c(C)c2C)c(C)c1C,['7782-44-7'],['920-66-1'],"['1625-91-8', '1442433-71-7']",61.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine"
"InChI=1S/C9H12O/c1-6-4-9(10)5-7(2)8(6)3/h4-5,10H,1-3H3",FDQQNNZKEJIHMS-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1C,Cc1cc(O)c(-c2c(O)cc(C)c(C)c2C)c(C)c1C,['7647-01-0'],['7732-18-5'],['7705-08-0'],53.0,Preparation of diphosphines and rhodium complexes and their use for producing optically active aldehydes and 4-[(R)-1'-formylethyl]azetidin-2-one derivatives.
"InChI=1S/C11H16O/c1-8-5-9(11(2,3)4)7-10(12)6-8/h5-7,12H,1-4H3",JOISCPZYGOECQA-UHFFFAOYSA-N,Cc1cc(O)cc(C(C)(C)C)c1,Cc1cc(O)c(-c2c(O)cc(C)cc2C(C)(C)C)c(C(C)(C)C)c1,['110-05-4'],['920-66-1'],[],61.0,Visible-Light-Driven di-t-Butyl Peroxide-Promoted the Oxidative Homo- and Cross-Coupling of Phenols
"InChI=1S/C11H15BrO/c1-7-5-10(13)8(6-9(7)12)11(2,3)4/h5-6,13H,1-4H3",CRHPCQVSSQMJRM-UHFFFAOYSA-N,Cc1cc(O)c(C(C)(C)C)cc1Br,Cc1c(Br)cc(C(C)(C)C)c(O)c1-c1c(C)c(Br)cc(C(C)(C)C)c1O,['7782-44-7'],['75-09-2'],"['64-04-0', '7447-39-4']",61.0,"Optically active 2,2'-biphenol derivative and method for producing the same"
"InChI=1S/C11H15BrO/c1-7-5-10(13)8(6-9(7)12)11(2,3)4/h5-6,13H,1-4H3",CRHPCQVSSQMJRM-UHFFFAOYSA-N,Cc1cc(O)c(C(C)(C)C)cc1Br,Cc1c(Br)cc(C(C)(C)C)c(O)c1-c1c(C)c(Br)cc(C(C)(C)C)c1O,['7782-44-7'],['75-09-2'],"['110-18-9', '7758-89-6']",56.0,"New chiral phase-transfer catalysts possessing a 6,6'-bridged ring on the biphenyl unit: application to the synthesis of α,α-dialkyl-α-amino acids"
"InChI=1S/C16H18O/c1-16(2,3)13-9-10-15(17)14(11-13)12-7-5-4-6-8-12/h4-11,17H,1-3H3",IYPYKRAEQZVXSC-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(-c2ccccc2)c1,CC(C)(C)c1cc(-c2ccccc2)c(O)c(-c2cc(C(C)(C)C)cc(-c3ccccc3)c2O)c1,"['64-19-7', '431-03-8', '7782-44-7']",['7732-18-5'],[],60.0,Atmosphere- and Solvent-Controlled Coupling and Acetylation of Phenols Induced by Visible Light
"InChI=1S/C16H18O/c1-16(2,3)13-9-10-15(17)14(11-13)12-7-5-4-6-8-12/h4-11,17H,1-3H3",IYPYKRAEQZVXSC-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(-c2ccccc2)c1,CC(C)(C)c1cc(-c2ccccc2)c(O)c(-c2cc(C(C)(C)C)cc(-c3ccccc3)c2O)c1,"['64-19-7', '7782-44-7']",['7732-18-5'],['431-03-8'],60.0,Preparation of bisphenol compounds by oxidative coupling of substituted phenol catalyzed by butanedione
"InChI=1S/C14H13FO/c1-9-6-13(14(16)7-10(9)2)11-4-3-5-12(15)8-11/h3-8,16H,1-2H3",QZFGGLUKDYRSTB-UHFFFAOYSA-N,Cc1cc(O)c(-c2cccc(F)c2)cc1C,Cc1cc(-c2cccc(F)c2)c(O)c(-c2c(C)c(C)cc(-c3cccc(F)c3)c2O)c1C,['7782-44-7'],['920-66-1'],"['1625-91-8', '1442433-71-7']",60.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine"
"InChI=1S/C9H12O3/c1-6-4-7(10)5-8(11-2)9(6)12-3/h4-5,10H,1-3H3",PEXUNKRRNXIMST-UHFFFAOYSA-N,COc1cc(O)cc(C)c1OC,COc1cc(O)c(-c2c(O)cc(OC)c(OC)c2C)c(C)c1OC,"['7446-70-0', '7705-08-0']",['75-52-5'],[],60.0,Studies on a biomimetic oxidative dimerization approach to the hibarimicins
"InChI=1S/C17H28O5/c1-17(2,3)15-13-14(5-6-16(15)18)22-12-11-21-10-9-20-8-7-19-4/h5-6,13,18H,7-12H2,1-4H3",VCTUALFYJIQAOA-UHFFFAOYSA-N,COCCOCCOCCOc1ccc(O)c(C(C)(C)C)c1,COCCOCCOCCOc1cc(-c2cc(OCCOCCOCCOC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['1310-73-2', '13746-66-2']","['67-64-1', '7732-18-5']",[],60.0,Merging homogeneous catalysis with biocatalysis; papain as hydrogenation catalyst
"InChI=1S/C18H19NO5/c1-23-17(21)16(11-13-7-9-15(20)10-8-13)19-18(22)24-12-14-5-3-2-4-6-14/h2-10,16,20H,11-12H2,1H3,(H,19,22)",SLLMDHBKALJDBW-UHFFFAOYSA-N,COC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1,COC(=O)C(Cc1ccc(O)c(-c2cc(CC(NC(=O)OCc3ccccc3)C(=O)OC)ccc2O)c1)NC(=O)OCc1ccccc1,"['76-05-1', '407-25-0', '13709-31-4', '7732-18-5']","['75-09-2', '141-78-6']",[],60.0,First total synthesis of dioxepine bastadin 3
"InChI=1S/C16H24O/c1-11(2)14-10-15(12(3)9-16(14)17)13-7-5-4-6-8-13/h9-11,13,17H,4-8H2,1-3H3",VBHQALFSANFPDD-UHFFFAOYSA-N,Cc1cc(O)c(C(C)C)cc1C1CCCCC1,Cc1c(C2CCCCC2)cc(C(C)C)c(O)c1-c1c(C)c(C2CCCCC2)cc(C(C)C)c1O,[],['75-09-2'],"['110-18-9', '51198-11-9']",58.0,"Production of hexaalkyl-2,2'-biphenols and octaalkyl-2,2'-biphenols by catalytic oxidative coupling of substituted phenols"
"InChI=1S/C10H12O3/c1-6-4-8(12)10(7(2)11)9(5-6)13-3/h4-5,12H,1-3H3",QYPIGDXWBIASMZ-UHFFFAOYSA-N,COc1cc(C)cc(O)c1C(C)=O,COc1cc(C)c(-c2c(C)cc(OC)c(C(C)=O)c2O)c(O)c1C(C)=O,['7705-08-0'],[],[],58.0,"Modular Approach for the Synthesis and Bioactivity Profiling of 8,8'-Biflavones"
"InChI=1S/C12H18O/c1-5-12(3,4)10-8-9(2)6-7-11(10)13/h6-8,13H,5H2,1-4H3",HSFXPWKQBDHWCN-UHFFFAOYSA-N,CCC(C)(C)c1cc(C)ccc1O,CCC(C)(C)c1cc(C)cc(-c2cc(C)cc(C(C)(C)CC)c2O)c1O,['110-05-4'],['920-66-1'],[],57.0,Visible-Light-Driven di-t-Butyl Peroxide-Promoted the Oxidative Homo- and Cross-Coupling of Phenols
"InChI=1S/C14H20O/c1-10-8-13(14(15)9-11(10)2)12-6-4-3-5-7-12/h8-9,12,15H,3-7H2,1-2H3",IYOQRPVGIYXSKV-UHFFFAOYSA-N,Cc1cc(O)c(C2CCCCC2)cc1C,Cc1cc(C2CCCCC2)c(O)c(-c2c(C)c(C)cc(C3CCCCC3)c2O)c1C,[],['75-09-2'],"['110-18-9', '51198-11-9']",57.0,"Production of hexaalkyl-2,2'-biphenols and octaalkyl-2,2'-biphenols by catalytic oxidative coupling of substituted phenols"
"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",PETRWTHZSKVLRE-UHFFFAOYSA-N,COc1cc(C)ccc1O,COc1cc(C)cc(-c2cc(C)cc(OC)c2O)c1O,['7782-44-7'],['75-09-2'],"['111-74-0', '14024-58-9']",57.0,Oxidative coupling polymerization of p-alkoxyphenols with Mn(acac)2-ethylenediamine catalysts
"InChI=1S/C14H14O/c1-10-8-13(14(15)9-11(10)2)12-6-4-3-5-7-12/h3-9,15H,1-2H3",KUXZENNLKQQJRM-UHFFFAOYSA-N,Cc1cc(O)c(-c2ccccc2)cc1C,Cc1cc(-c2ccccc2)c(O)c(-c2c(C)c(C)cc(-c3ccccc3)c2O)c1C,['7782-44-7'],['920-66-1'],"['1625-91-8', '1442433-71-7']",56.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine"
"InChI=1S/C11H14O/c1-4-5-10-9(3)6-8(2)7-11(10)12/h4,6-7,12H,1,5H2,2-3H3",VJBNTMUSFMRWSH-UHFFFAOYSA-N,C=CCc1c(C)cc(C)cc1O,C=CCc1c(C)cc(C)c(-c2c(C)cc(C)c(CC=C)c2O)c1O,"['64-19-7', '7782-44-7']",['107-06-2'],['2241587-68-6'],56.0,Preparation of bisphenol compounds
"InChI=1S/C11H14O/c1-4-5-10-9(3)6-8(2)7-11(10)12/h4,6-7,12H,1,5H2,2-3H3",VJBNTMUSFMRWSH-UHFFFAOYSA-N,C=CCc1c(C)cc(C)cc1O,C=CCc1c(C)cc(C)c(-c2c(C)cc(C)c(CC=C)c2O)c1O,"['64-19-7', '7782-44-7']",['108-88-3'],['2241587-68-6'],56.0,Honokiol-Inspired Analogs as Inhibitors of Oral Bacteria
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(O)c(-c2c(O)cc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)c1,['7782-44-7'],['75-09-2'],"['2563-71-5', '14057-91-1']",56.0,"Structure, bonding, and tyrosinase-like reactivity of copper complexes coordinated by mononucleating tridentate N-O-N type ligands"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(O)c(-c2c(O)cc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)c1,"['121-44-8', '7782-44-7']",['75-09-2'],"['14057-91-1', '792911-59-2']",55.0,"Structure, bonding, and tyrosinase-like reactivity of copper complexes coordinated by mononucleating tridentate N-O-N type ligands"
"InChI=1S/C10H14O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h5-7,11H,3-4H2,1-2H3",PXIKRTCSSLJURC-UHFFFAOYSA-N,CCCc1ccc(O)c(OC)c1,CCCc1cc(OC)c(O)c(-c2cc(CCC)cc(OC)c2O)c1,"['124-43-6', '7647-01-0']","['67-64-1', '7732-18-5']",[],56.0,"Lignin-Derived Thioacidolysis Dimers: Reevaluation, New Products, Authentication, and Quantification"
"InChI=1S/C10H14O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h5-7,11H,3-4H2,1-2H3",PXIKRTCSSLJURC-UHFFFAOYSA-N,CCCc1ccc(O)c(OC)c1,CCCc1cc(OC)c(O)c(-c2cc(CCC)cc(OC)c2O)c1,['124-43-6'],"['67-64-1', '7732-18-5']",[],55.0,Mechanistic Study of Diaryl Ether Bond Cleavage during Palladium-Catalyzed Lignin Hydrogenolysis
"InChI=1S/C16H26O/c1-8-16(6,7)12-10-13(15(3,4)5)14(17)9-11(12)2/h9-10,17H,8H2,1-7H3",KBQBMTKVJSBSOT-UHFFFAOYSA-N,CCC(C)(C)c1cc(C(C)(C)C)c(O)cc1C,CCC(C)(C)c1cc(C(C)(C)C)c(O)c(-c2c(C)c(C(C)(C)CC)cc(C(C)(C)C)c2O)c1C,[],['75-09-2'],['30698-64-7'],56.0,Catalyst components for the polymerization of olefins comprising electron donors
"InChI=1S/C16H26O/c1-8-16(6,7)12-10-13(15(3,4)5)14(17)9-11(12)2/h9-10,17H,8H2,1-7H3",KBQBMTKVJSBSOT-UHFFFAOYSA-N,CCC(C)(C)c1cc(C(C)(C)C)c(O)cc1C,CCC(C)(C)c1cc(C(C)(C)C)c(O)c(-c2c(C)c(C(C)(C)CC)cc(C(C)(C)C)c2O)c1C,[],['75-09-2'],['30698-64-7'],56.0,Catalyst components for the polymerization of olefins comprising electron donors
"InChI=1S/C16H24O2/c1-11-9-12(14(18-5)13(17)10-11)16(4)8-6-7-15(16,2)3/h9-10,17H,6-8H2,1-5H3",JMRBPRCMQWMKMN-UHFFFAOYSA-N,COc1c(O)cc(C)cc1C1(C)CCCC1(C)C,COc1c(C2(C)CCCC2(C)C)cc(C)c(-c2c(C)cc(C3(C)CCCC3(C)C)c(OC)c2O)c1O,['110-05-4'],['108-90-7'],[],56.0,Total syntheses of neuroprotective mastigophorenes A and B
"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",PETRWTHZSKVLRE-UHFFFAOYSA-N,COc1cc(C)ccc1O,COc1cc(C)cc(-c2cc(C)cc(OC)c2O)c1O,"['1310-73-2', '7782-44-7', '7647-01-0']","['107-21-1', '1634-04-4', '7732-18-5']",['71-48-7'],11.0,A highly efficient approach to vanillin starting from 4-cresol
"InChI=1S/C12H18O/c1-8-7-11(13)9(2)6-10(8)12(3,4)5/h6-7,13H,1-5H3",ZSPDNAYHQYQUPC-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)c(C)cc1O,Cc1cc(C(C)(C)C)c(C)c(-c2c(C)c(C(C)(C)C)cc(C)c2O)c1O,[],"['75-09-2', '110-82-7']","['110-18-9', '51198-11-9']",55.0,"Production of hexaalkyl-2,2'-biphenols and octaalkyl-2,2'-biphenols by catalytic oxidative coupling of substituted phenols"
"InChI=1S/C12H18O/c1-8-7-11(13)9(2)6-10(8)12(3,4)5/h6-7,13H,1-5H3",ZSPDNAYHQYQUPC-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)c(C)cc1O,Cc1cc(C(C)(C)C)c(C)c(-c2c(C)c(C(C)(C)C)cc(C)c2O)c1O,[],"['75-09-2', '110-82-7']",[],55.0,"Process for preparing 3,3',6,6'-tetraalkyl-2,2'-biphenols and 3,3',6,6'-tetraalkyl-5,5'-dihalo-2,2'-biphenols"
